"V1","V2","V3","V4","V5","V6","V7","V8"
420,2612,13.9833333333333,2.95,99999,34.975324415379,19,116
421,2612,14.0166666666667,2.95,99999,33.786720584949,19,116
422,2612,14.05,2.95,99999,30.794861533389,19,116
423,2612,14.0833333333333,2.95,99999,24.406787087966,19,116
424,2612,14.1166666666667,2.95,99999,14.285544394499,19,116
425,2612,14.15,2.95,99999,3.29111478706,19,116
426,2612,14.1833333333333,2.95,99999,-6.00363524186901,19,116
427,2612,14.2166666666667,2.95,99999,-15.415989813394,19,116
428,2612,14.25,2.95,99999,-27.649806688479,19,116
429,2612,14.2833333333333,2.95,99999,-39.69647480544,19,116
430,2612,14.3166666666667,2.95,99999,-49.391875444202,19,116
431,2612,14.35,2.95,99999,-61.397092671882,19,116
432,2612,14.3833333333333,2.95,99999,-79.195477472806,19,116
433,2612,14.4166666666667,2.95,99999,-101.334192082528,19,116
434,2612,14.45,2.95,99999,-124.194609299101,19,116
435,2612,14.4833333333333,2.95,99999,-142.078021116769,19,116
436,2612,14.5166666666667,2.95,99999,-152.730067056855,19,116
437,2612,14.55,2.95,99999,-159.795153190371,19,116
438,2612,14.5833333333333,2.95,99999,-166.041602584702,19,116
439,2612,14.6166666666667,2.95,99999,-171.76799694842,19,116
440,2612,14.65,2.95,99999,-178.043100024689,19,116
441,2612,14.6833333333333,2.95,99999,-188.338158024203,19,116
442,2612,14.7166666666667,2.95,99999,-202.789833015189,19,116
443,2612,14.75,2.95,99999,-214.206833305336,19,116
444,2612,14.7833333333333,2.95,99999,-216.004780973822,19,116
270,2611,8.98333333333333,2.98333333333333,47.1746837280803,40.6167963949563,19,116
271,2611,9.01666666666667,2.98333333333333,46.4325482478608,40.2454560909531,19,116
272,2611,9.05,2.98333333333333,45.5218500199181,39.6858249640751,19,116
273,2611,9.08333333333333,2.98333333333333,44.6593347420463,39.0311347103747,19,116
274,2611,9.11666666666667,2.98333333333333,44.1030836735731,38.4289445168894,19,116
275,2611,9.15,2.98333333333333,43.7658106721294,37.8559617875612,19,116
276,2611,9.18333333333333,2.98333333333333,43.4121115043777,37.156219666993,19,116
277,2611,9.21666666666667,2.98333333333333,42.6301517074673,36.114907682367,19,116
278,2611,9.25,2.98333333333333,41.0434284679209,34.4722799214314,19,116
279,2611,9.28333333333333,2.98333333333333,38.2929187685504,31.9297950744841,19,116
280,2611,9.31666666666667,2.98333333333333,33.9505503446734,28.2100100763523,19,116
281,2611,9.35,2.98333333333333,28.039878751136,23.3621439644518,19,116
282,2611,9.38333333333333,2.98333333333333,21.2583448840168,17.8650918686202,19,116
283,2611,9.41666666666667,2.98333333333333,14.4724067123762,12.2888247469618,19,116
284,2611,9.45,2.98333333333333,8.303031409293,7.0262623784794,19,116
285,2611,9.48333333333333,2.98333333333333,2.9803552814069,2.2444435062702,19,116
286,2611,9.51666666666667,2.98333333333333,-1.7143213919946,-2.1125941423099,19,116
287,2611,9.55,2.98333333333333,-6.2166074697437,-6.2003769378326,19,116
288,2611,9.58333333333333,2.98333333333333,-10.9665562972339,-10.1901381477692,19,116
289,2611,9.61666666666667,2.98333333333333,-16.0366989925322,-14.072847860515,19,116
290,2611,9.65,2.98333333333333,-20.5119010930454,-17.4618245214134,19,116
291,2611,9.68333333333333,2.98333333333333,-22.8142020050569,-19.8358011660522,19,116
292,2611,9.71666666666667,2.98333333333333,-22.8328355773309,-20.9910616563247,19,116
293,2611,9.75,2.98333333333333,-21.6717291268366,-20.9509429525698,19,116
294,2611,9.78333333333333,2.98333333333333,-19.7002194098514,-19.6980536163073,19,116
295,2611,9.81666666666667,2.98333333333333,-16.8878553546377,-17.5186736794096,19,116
296,2611,9.85,2.98333333333333,-14.0145896135628,-15.1006014591053,19,116
297,2611,9.88333333333333,2.98333333333333,-11.5952078904168,-12.8463356518298,19,116
298,2611,9.91666666666667,2.98333333333333,-9.37670615631172,-10.7693547537263,19,116
299,2611,9.95,2.98333333333333,-7.49530525952358,-9.0071109933898,19,116
300,2611,9.98333333333333,2.98333333333333,-5.98397736292074,-7.60467950005286,19,116
301,2611,10.0166666666667,2.98333333333333,-4.90218168328685,-6.64468540995388,19,116
302,2611,10.05,2.98333333333333,-4.53658220960341,-6.28876131519215,19,116
303,2611,10.0833333333333,2.98333333333333,-4.6966463746309,-6.148763775662,19,116
304,2611,10.1166666666667,2.98333333333333,-4.1493829401441,-5.5715563549037,19,116
305,2611,10.15,2.98333333333333,-2.8602845357513,-4.437949396964,19,116
306,2611,10.1833333333333,2.98333333333333,-2.6175956474938,-3.2941214091702,19,116
307,2611,10.2166666666667,2.98333333333333,-2.32353078197929,-2.1858340146939,19,116
308,2611,10.25,2.98333333333333,-0.632452731719098,-0.393175439758501,19,116
309,2611,10.2833333333333,2.98333333333333,2.44961786007629,2.7927931959444,19,116
310,2611,10.3166666666667,2.98333333333333,7.5181017791488,7.2718031339383,19,116
311,2611,10.35,2.98333333333333,13.1898548724146,12.1849464931859,19,116
312,2611,10.3833333333333,2.98333333333333,18.5911638627423,17.6097377644054,19,116
313,2611,10.4166666666667,2.98333333333333,25.1523634739,24.5356502375125,19,116
314,2611,10.45,2.98333333333333,33.702209782015,33.330844366185,19,116
315,2611,10.4833333333333,2.98333333333333,43.10091359193,43.032036793229,19,116
316,2611,10.5166666666667,2.98333333333333,51.465834627656,51.944394819034,19,116
317,2611,10.55,2.98333333333333,57.996226876262,58.902345062378,19,116
318,2611,10.5833333333333,2.98333333333333,62.001678040701,63.108469228539,19,116
319,2611,10.6166666666667,2.98333333333333,63.233280351101,64.575936062845,19,116
320,2611,10.65,2.98333333333333,63.54192993431,65.108688727563,19,116
321,2611,10.6833333333333,2.98333333333333,64.005303400323,65.837016541995,19,116
322,2611,10.7166666666667,2.98333333333333,64.849770703427,66.988250741504,19,116
323,2611,10.75,2.98333333333333,65.590254334393,68.026130742782,19,116
324,2611,10.7833333333333,2.98333333333333,99999,66.552799804653,19,116
325,2611,10.8166666666667,2.98333333333333,99999,62.455908382629,19,116
326,2611,10.85,2.98333333333333,99999,58.575289805264,19,116
327,2611,10.8833333333333,2.98333333333333,99999,57.121445271534,19,116
328,2611,10.9166666666667,2.98333333333333,99999,57.688393045443,19,116
329,2611,10.95,2.98333333333333,99999,58.213696286559,19,116
330,2611,10.9833333333333,2.98333333333333,99999,57.336969366125,19,116
331,2611,11.0166666666667,2.98333333333333,99999,53.924666756522,19,116
332,2611,11.05,2.98333333333333,99999,47.581590048823,19,116
333,2611,11.0833333333333,2.98333333333333,99999,39.102417143857,19,116
334,2611,11.1166666666667,2.98333333333333,99999,29.545732481999,19,116
335,2611,11.15,2.98333333333333,99999,20.147607608507,19,116
336,2611,11.1833333333333,2.98333333333333,99999,12.136332904068,19,116
337,2611,11.2166666666667,2.98333333333333,99999,5.862082211585,19,116
338,2611,11.25,2.98333333333333,99999,1.63475353959601,19,116
339,2611,11.2833333333333,2.98333333333333,99999,0.776202867832012,19,116
340,2611,11.3166666666667,2.98333333333333,99999,3.02214291833698,19,116
341,2611,11.35,2.98333333333333,99999,5.96649806626499,19,116
342,2611,11.3833333333333,2.98333333333333,99999,8.22242531581804,19,116
343,2611,11.4166666666667,2.98333333333333,99999,10.060475020855,19,116
344,2611,11.45,2.98333333333333,99999,11.997834572544,19,116
345,2611,11.4833333333333,2.98333333333333,99999,14.402164082108,19,116
346,2611,11.5166666666667,2.98333333333333,99999,16.479884672021,19,116
347,2611,11.55,2.98333333333333,99999,16.871527400225,19,116
348,2611,11.5833333333333,2.98333333333333,99999,15.95126842111,19,116
349,2611,11.6166666666667,2.98333333333333,99999,14.908378741674,19,116
350,2611,11.65,2.98333333333333,99999,13.876854218626,19,116
351,2611,11.6833333333333,2.98333333333333,99999,12.055620897728,19,116
352,2611,11.7166666666667,2.98333333333333,99999,8.91575624874002,19,116
353,2611,11.75,2.98333333333333,99999,4.43691913989596,19,116
354,2611,11.7833333333333,2.98333333333333,99999,-1.453478011747,19,116
355,2611,11.8166666666667,2.98333333333333,99999,-9.07254071620304,19,116
356,2611,11.85,2.98333333333333,99999,-18.489507975072,19,116
357,2611,11.8833333333333,2.98333333333333,99999,-28.959540360501,19,116
358,2611,11.9166666666667,2.98333333333333,99999,-39.844542557844,19,116
359,2611,11.95,2.98333333333333,99999,-51.101109303857,19,116
360,2611,11.9833333333333,2.98333333333333,99999,-62.892435403295,19,116
361,2611,12.0166666666667,2.98333333333333,99999,-75.085954215666,19,116
362,2611,12.05,2.98333333333333,99999,-87.379971391512,19,116
363,2611,12.0833333333333,2.98333333333333,99999,-100.055150944477,19,116
364,2611,12.1166666666667,2.98333333333333,99999,-113.530739520602,19,116
365,2611,12.15,2.98333333333333,99999,-127.74476209444,19,116
366,2611,12.1833333333333,2.98333333333333,99999,-142.376782243471,19,116
367,2611,12.2166666666667,2.98333333333333,99999,-156.286299289939,19,116
368,2611,12.25,2.98333333333333,99999,-166.72447620067,19,116
369,2611,12.2833333333333,2.98333333333333,99999,-171.209452665626,19,116
370,2611,12.3166666666667,2.98333333333333,99999,-170.521221720162,19,116
371,2611,12.35,2.98333333333333,99999,-168.075906561323,19,116
372,2611,12.3833333333333,2.98333333333333,99999,-166.429690824325,19,116
373,2611,12.4166666666667,2.98333333333333,99999,-166.198733623033,19,116
374,2611,12.45,2.98333333333333,99999,-166.947407687148,19,116
375,2611,12.4833333333333,2.98333333333333,99999,-166.871214450785,19,116
376,2611,12.5166666666667,2.98333333333333,99999,-163.601375741848,19,116
377,2611,12.55,2.98333333333333,99999,-156.908122125207,19,116
378,2611,12.5833333333333,2.98333333333333,99999,-148.999868302338,19,116
379,2611,12.6166666666667,2.98333333333333,99999,-141.977113094679,19,116
380,2611,12.65,2.98333333333333,99999,-136.702302441467,19,116
381,2611,12.6833333333333,2.98333333333333,99999,-133.645332869065,19,116
382,2611,12.7166666666667,2.98333333333333,99999,-133.627630367926,19,116
383,2611,12.75,2.98333333333333,99999,-138.461412779762,19,116
384,2611,12.7833333333333,2.98333333333333,99999,-150.097251416581,19,116
385,2611,12.8166666666667,2.98333333333333,99999,-168.743965370584,19,116
386,2611,12.85,2.98333333333333,99999,-193.167680691587,19,116
387,2611,12.8833333333333,2.98333333333333,99999,-222.057781189668,19,116
388,2611,12.9166666666667,2.98333333333333,99999,-253.557717492105,19,116
389,2611,12.95,2.98333333333333,99999,-281.310252536637,19,116
390,2611,12.9833333333333,2.98333333333333,99999,-293.64011593355,19,116
391,2611,13.0166666666667,2.98333333333333,99999,-284.67332766563,19,116
392,2611,13.05,2.98333333333333,99999,-262.171487623216,19,116
393,2611,13.0833333333333,2.98333333333333,99999,-237.60135634554,19,116
394,2611,13.1166666666667,2.98333333333333,99999,-215.669868948516,19,116
395,2611,13.15,2.98333333333333,99999,-196.882680921068,19,116
396,2611,13.1833333333333,2.98333333333333,99999,-181.516470171066,19,116
397,2611,13.2166666666667,2.98333333333333,99999,-168.921458195588,19,116
398,2611,13.25,2.98333333333333,99999,-157.591097337685,19,116
399,2611,13.2833333333333,2.98333333333333,99999,-146.540542518125,19,116
400,2611,13.3166666666667,2.98333333333333,99999,-136.275242557173,19,116
401,2611,13.35,2.98333333333333,99999,-127.630838719128,19,116
402,2611,13.3833333333333,2.98333333333333,99999,-119.997439794059,19,116
403,2611,13.4166666666667,2.98333333333333,99999,-112.005206396638,19,116
404,2611,13.45,2.98333333333333,99999,-103.077704118125,19,116
405,2611,13.4833333333333,2.98333333333333,99999,-93.9982793282471,19,116
406,2611,13.5166666666667,2.98333333333333,99999,-84.4648977574257,19,116
407,2611,13.55,2.98333333333333,99999,-72.621231860459,19,116
408,2611,13.5833333333333,2.98333333333333,99999,-59.616373010693,19,116
409,2611,13.6166666666667,2.98333333333333,99999,-48.141316161947,19,116
410,2611,13.65,2.98333333333333,99999,-38.185227319829,19,116
411,2611,13.6833333333333,2.98333333333333,99999,-28.802645472313,19,116
412,2611,13.7166666666667,2.98333333333333,99999,-19.070203490349,19,116
413,2611,13.75,2.98333333333333,99999,-8.66999901874101,19,116
414,2611,13.7833333333333,2.98333333333333,99999,-0.0240889781269971,19,116
415,2611,13.8166666666667,2.98333333333333,99999,5.543739217557,19,116
416,2611,13.85,2.98333333333333,99999,10.353323926054,19,116
417,2611,13.8833333333333,2.98333333333333,99999,16.923060101045,19,116
418,2611,13.9166666666667,2.98333333333333,99999,23.98129862496,19,116
419,2611,13.95,2.98333333333333,99999,27.678205119353,19,116
420,2611,13.9833333333333,2.98333333333333,99999,27.849217714231,19,116
421,2611,14.0166666666667,2.98333333333333,99999,27.040928296935,19,116
422,2611,14.05,2.98333333333333,99999,24.718367589813,888,-888
423,2611,14.0833333333333,2.98333333333333,99999,18.471576643292,888,-888
424,2611,14.1166666666667,2.98333333333333,99999,8.34170994150901,888,-888
425,2611,14.15,2.98333333333333,99999,-2.75959551212895,888,-888
426,2611,14.1833333333333,2.98333333333333,99999,-12.157932758972,999,-999
427,2611,14.2166666666667,2.98333333333333,99999,-21.696530491459,999,-999
428,2611,14.25,2.98333333333333,99999,-34.211185675407,999,-999
429,2611,14.2833333333333,2.98333333333333,99999,-46.837542097742,999,-999
430,2611,14.3166666666667,2.98333333333333,99999,-57.352942394355,999,-999
431,2611,14.35,2.98333333333333,99999,-70.11297840446,999,-999
432,2611,14.3833333333333,2.98333333333333,99999,-88.462005725763,999,-999
433,2611,14.4166666666667,2.98333333333333,99999,-111.225808385252,999,-999
434,2611,14.45,2.98333333333333,99999,-135.260555293013,999,-999
435,2611,14.4833333333333,2.98333333333333,99999,-155.189305399148,999,-999
436,2611,14.5166666666667,2.98333333333333,99999,-168.052603749157,999,-999
437,2611,14.55,2.98333333333333,99999,-176.177820097436,999,-999
438,2611,14.5833333333333,2.98333333333333,99999,-182.272134578753,888,-888
439,2611,14.6166666666667,2.98333333333333,99999,-187.364914390606,19,116
440,2611,14.65,2.98333333333333,99999,-192.855032629546,19,116
441,2611,14.6833333333333,2.98333333333333,99999,-202.322756468758,19,116
442,2611,14.7166666666667,2.98333333333333,99999,-216.036159106979,19,116
443,2611,14.75,2.98333333333333,99999,-226.820637809362,19,116
444,2611,14.7833333333333,2.98333333333333,99999,-228.088862754886,19,116
270,2610,8.98333333333333,3.01666666666667,51.1368862639864,43.2479373137308,19,116
271,2610,9.01666666666667,3.01666666666667,50.016065841264,42.7729837694428,19,116
272,2610,9.05,3.01666666666667,48.6259602114187,41.9196911154659,19,116
273,2610,9.08333333333333,3.01666666666667,47.1150424519717,40.8285050682172,19,116
274,2610,9.11666666666667,3.01666666666667,45.732110158519,39.6705260599081,19,116
275,2610,9.15,3.01666666666667,44.3623028208805,38.4184621069042,19,116
276,2610,9.18333333333333,3.01666666666667,42.8182110748338,36.9865817650545,19,116
277,2610,9.21666666666667,3.01666666666667,41.0270918299464,35.2908097665882,19,116
278,2610,9.25,3.01666666666667,38.8144536814673,33.1806050395231,19,116
279,2610,9.28333333333333,3.01666666666667,35.8548140114984,30.471349075149,19,116
280,2610,9.31666666666667,3.01666666666667,31.8156750006094,26.9689206936421,19,116
281,2610,9.35,3.01666666666667,26.7922940959171,22.6994696836088,19,116
282,2610,9.38333333333333,3.01666666666667,21.2903499727203,18.0050401738633,19,116
283,2610,9.41666666666667,3.01666666666667,15.8484589591749,13.2888914650241,19,116
284,2610,9.45,3.01666666666667,10.824343712912,8.8100121289288,19,116
285,2610,9.48333333333333,3.01666666666667,6.3443249567872,4.6563450529723,19,116
286,2610,9.51666666666667,3.01666666666667,2.2598471252061,0.771986343004599,19,116
287,2610,9.55,3.01666666666667,-1.8522800216246,-2.9835764291596,19,116
288,2610,9.58333333333333,3.01666666666667,-6.5210036376918,-6.7958874919847,19,116
289,2610,9.61666666666667,3.01666666666667,-11.8982764283673,-10.6541194033965,19,116
290,2610,9.65,3.01666666666667,-16.8916191451586,-14.1136154877524,19,116
291,2610,9.68333333333333,3.01666666666667,-19.3067971493291,-16.5472169964956,19,116
292,2610,9.71666666666667,3.01666666666667,-19.1245275238798,-17.6822911765882,19,116
293,2610,9.75,3.01666666666667,-18.0339129015225,-17.5976340057695,19,116
294,2610,9.78333333333333,3.01666666666667,-16.2228321764855,-16.3581876985422,19,116
295,2610,9.81666666666667,3.01666666666667,-13.4681371058577,-14.2271858214714,19,116
296,2610,9.85,3.01666666666667,-10.669082711901,-11.8707974369275,19,116
297,2610,9.88333333333333,3.01666666666667,-8.3598767920562,-9.711394605456,19,116
298,2610,9.91666666666667,3.01666666666667,-6.28454353920201,-7.76539899336579,19,116
299,2610,9.95,3.01666666666667,-4.57846238407153,-6.17106125037502,19,116
300,2610,9.98333333333333,3.01666666666667,-3.26564905143302,-4.96514884464755,19,116
301,2610,10.0166666666667,3.01666666666667,-2.45174447605005,-4.2295866541967,19,116
302,2610,10.05,3.01666666666667,-2.3548513699978,-4.119810823885,19,116
303,2610,10.0833333333333,3.01666666666667,-2.4842621928701,-4.2277945297687,19,116
304,2610,10.1166666666667,3.01666666666667,-2.0524472258012,-3.9398956963759,19,116
305,2610,10.15,3.01666666666667,-1.4488093989585,-3.195466437525,19,116
306,2610,10.1833333333333,3.01666666666667,-1.9110583476875,-2.4865695047405,19,116
307,2610,10.2166666666667,3.01666666666667,-2.0268165945207,-1.7093181667118,19,116
308,2610,10.25,3.01666666666667,-0.564016817439196,-0.0892777585198985,19,116
309,2610,10.2833333333333,3.01666666666667,2.64302373461,3.0220294732143,19,116
310,2610,10.3166666666667,3.01666666666667,8.1519749607179,7.41155595184,19,116
311,2610,10.35,3.01666666666667,13.4086792768401,12.1004310787563,19,116
312,2610,10.3833333333333,3.01666666666667,18.1256488615537,17.2857006145461,19,116
313,2610,10.4166666666667,3.01666666666667,24.6222425430914,24.0907773678404,19,116
314,2610,10.45,3.01666666666667,33.152637936907,32.85667364779,19,116
315,2610,10.4833333333333,3.01666666666667,42.534971501036,42.552868529438,19,116
316,2610,10.5166666666667,3.01666666666667,51.105794436952,51.656991671399,19,116
317,2610,10.55,3.01666666666667,57.945456605041,58.917694820895,19,116
318,2610,10.5833333333333,3.01666666666667,61.979949273058,63.168469446638,19,116
